Make,Title_URL,Sale_Type,Price,Model,Additional_Comments,Year,Car_Type,Mileage,Engine_Size,Engine_Type,Transmission,Dealership_Location,Prior_Owners
Jaguar XF,https://www.autotrader.co.uk/car-details/202402076312434?sort=relevance&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Unknown,9895.0,2.2d R-Sport Black Sportbrake Auto Euro 5 (s/s) 5dr,NATIONWIDE DELIVERY AVAILABLE,2015.0,Estate,,2.2L,200PS,Automatic,Diesel,
Jaguar XJ,https://www.autotrader.co.uk/car-details/202304035904850?sort=relevance&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Private seller,3800.0,2.7 TD Executive 4dr,Unknown,2007.0,Saloon,,2.7L,204BHP,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402166640807?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Finance available,10911.0,2.2d Premium Luxury Sportbrake Auto Euro 5 (s/s) 5dr,FULL JAGUAR SERVICE HISTORY,2014.0,Estate,,2.2L,200BHP,Automatic,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202401185688858?sort=relevance&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Unknown,9995.0,2.0 GTDi Portfolio Auto Euro 6 (s/s) 4dr,2 OWNERS**FINANCE AVAILABLE,2015.0,Saloon,,2.0L,240PS,Automatic,Petrol,
Jaguar XF,https://www.autotrader.co.uk/car-details/202401125483892?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Finance available,7290.0,2.2d R-Sport Sportbrake Auto Euro 5 (s/s) 5dr,TIMING BELT REPLACED,2014.0,Estate,,2.2L,200PS,Automatic,Diesel,
Jaguar F-PACE,https://www.autotrader.co.uk/car-details/202402166662165?sort=relevance&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Unknown,12999.0,2.0 D180 R-Sport Auto AWD Euro 6 (s/s) 5dr,1 FORMER KEEPER,2017.0,SUV,,2.0L,180PS,Automatic,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202401045249038?sort=relevance&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Finance available,21995.0,2.0 P300i R-Dynamic HSE Auto AWD Euro 6 (s/s) 4dr,"OVER £5,300 OPTIONS + JAG FSH",2019.0,Saloon,,2.0L,300PS,Automatic,Petrol,1.0
Jaguar X-Type,https://www.autotrader.co.uk/car-details/202403077304015?sort=relevance&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Private seller,3800.0,2.2D SE 5dr,"FSH, V. Low Mileage.",2010.0,Estate,,2.2L,152BHP,Manual,Diesel,
Jaguar XJ,https://www.autotrader.co.uk/car-details/202401175627177?sort=relevance&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Private seller,6450.0,3.0d V6 Premium Luxury Auto Euro 5 (s/s) 4dr,Black Jaguar XJ CHEAPEST 2013,2013.0,Saloon,,3.0L,275PS,Automatic,Diesel,
Jaguar F-PACE,https://www.autotrader.co.uk/car-details/202402126499844?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Finance available,20295.0,2.0 P250i R-Sport Auto AWD Euro 6 (s/s) 5dr,Full Service History,2019.0,SUV,,2.0L,250PS,Automatic,Petrol,
Jaguar E-PACE,https://www.autotrader.co.uk/car-details/202402297066705?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=83&postcode=WR3%207AE&fromsra,Finance available,24900.0,2.0 D180 R-Dynamic HSE Auto AWD Euro 6 (s/s) 5dr,Meridian Sound System 380 Watt,2019.0,SUV,,2.0L,180PS,Automatic,Diesel,1.0
Jaguar I-PACE,https://www.autotrader.co.uk/car-details/202401316068680?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,51500.0,400 90kWh R-Dynamic HSE Black Auto 4WD 5dr,"20"" BLACK ALLOYS - BLACK PACK",2023.0,SUV,,395BHP,Automatic,Electric,1 owner,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402276980873?sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,15990.0,2.0d R-Sport Auto Euro 6 (s/s) 4dr,FULL LEATHER SEATS,2018.0,Saloon,,2.0L,180PS,Automatic,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202312144803274?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,14789.0,2.0d R-Sport Auto Euro 6 (s/s) 4dr,** FREE UK HOME DELIVERY**,2018.0,Saloon,,2.0L,180PS,Automatic,Diesel,1.0
Jaguar XJ,https://www.autotrader.co.uk/car-details/202304066034342?sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Unknown,7995.0,3.0d V6 Luxury Auto Euro 5 4dr,HUGE SPEC LUXURY MODEL!,2011.0,Saloon,,3.0L,275BHP,Automatic,Diesel,1.0
Jaguar XE,https://www.autotrader.co.uk/car-details/202310293443476?sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,4999.0,2.0d Prestige Euro 6 (s/s) 4dr,No Tax Cost/ULEZ Compliant,2016.0,Saloon,,2.0L,163PS,Manual,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202403027139061?sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Unknown,3995.0,3.0d V6 Premium Luxury Auto Euro 5 4dr,"Auto,Alloys,AC,Low Miles&Tax",2010.0,Saloon,,3.0L,240PS,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202403047190739?sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,7999.0,2.2d Luxury Auto Euro 5 (s/s) 4dr,FULL LEATHER AND SAT NAV,2014.0,Saloon,,2.2L,163PS,Automatic,Diesel,
Jaguar S-Type,https://www.autotrader.co.uk/car-details/202402287046963?sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Unknown,2995.0,2.7D V6 XS 4dr,FSH 15xStamps*2Keys*1xF/Keeper,2007.0,Saloon,,2.7L,206BHP,Manual,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402196720913?sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,16490.0,3.0 V6 S Auto Euro 6 (s/s) 4dr,Full Service History!,2015.0,Saloon,,3.0L,375BHP,Automatic,Petrol,
Jaguar XF,https://www.autotrader.co.uk/car-details/202401035214665?sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,7500.0,2.2d Luxury Auto Euro 5 (s/s) 4dr,New cambelt + Service!,2014.0,Saloon,,2.2L,200PS,Automatic,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202402176678266?sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,8990.0,2.0d SE Auto Euro 6 (s/s) 4dr,SAT NAV BLUETOOTH DAB 2 KEYS,2017.0,Saloon,,2.0L,161BHP,Automatic,Diesel,
Jaguar F-PACE,https://www.autotrader.co.uk/car-details/202402126499844?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,20295.0,2.0 P250i R-Sport Auto AWD Euro 6 (s/s) 5dr,Full Service History,2019.0,SUV,,2.0L,250PS,Automatic,Petrol,
Jaguar XE,https://www.autotrader.co.uk/car-details/202401095392929?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=84&postcode=WR3%207AE&fromsra,Finance available,11820.0,2.0d SE Auto Euro 6 (s/s) 4dr,PRIV | CRUISE | REAR CAMERA,2015.0,Saloon,,2.0L,161BHP,Automatic,Diesel,
Jaguar F-PACE,https://www.autotrader.co.uk/car-details/202402056255195?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,45257.0,2.0 D200 MHEV R-Dynamic SE Black Auto AWD Euro 6 (s/s) 5dr,SLID PAN ROOF | BLK PK | PRIV,2023.0,SUV,,2.0L,201BHP,Automatic,Diesel,
Jaguar XJ,https://www.autotrader.co.uk/car-details/202303054929244?sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Unknown,3495.0,3.6 XJ8 Sport 4dr,BRITISH RACING GREEN,2005.0,Saloon,,3.6L,262BHP,Automatic,Petrol,
Jaguar XE,https://www.autotrader.co.uk/car-details/202402136517703?sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,11821.0,2.0d R-Sport Auto Euro 6 (s/s) 4dr,SAT NAV • BLUETOOTH,2017.0,Saloon,,2.0L,178BHP,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402266940135?sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Unknown,3495.0,3.0d V6 Luxury Auto Euro 5 4dr,full history great spec,2012.0,Saloon,,3.0L,240PS,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402036197550?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,10347.0,2.0d Portfolio Auto AWD Euro 6 (s/s) 4dr,SH|2Keys|Upgraded Sound,2016.0,Saloon,,2.0L,180PS,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402176676805?sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,21499.0,2.0d R-Sport Sportbrake Auto Euro 6 (s/s) 5dr,GREAT SPEC|PAN ROOF|MERIDIAN,2020.0,Estate,,2.0L,180PS,Automatic,Diesel,
Jaguar XKR,https://www.autotrader.co.uk/car-details/202306198681370?sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Unknown,10495.0,4.2 V8 Auto Euro 4 2dr,TWO FORMER OWNERS,2008.0,Coupe,,4.2L,416BHP,Automatic,Petrol,
Jaguar XE,https://www.autotrader.co.uk/car-details/202312174882103?sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,10549.0,2.0d R-Sport Auto Euro 6 (s/s) 4dr,Buy or Finance Online,2017.0,Saloon,,2.0L,178BHP,Automatic,Diesel,
Jaguar F-PACE,https://www.autotrader.co.uk/car-details/202402076320003?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,18100.0,2.0 D165 R-Sport Euro 6 (s/s) 5dr,ULEZ COMPLIANT,2019.0,SUV,,2.0L,161BHP,Manual,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202402166634460?sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,12490.0,2.0d R-Sport Auto Euro 6 (s/s) 4dr,1 OWNER+R SPORT+BLK PACK+MINT,2018.0,Saloon,,2.0L,180PS,Automatic,Diesel,1.0
Jaguar XF,https://www.autotrader.co.uk/car-details/202308160845810?sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,9500.0,3.0d V6 S Auto Euro 6 (s/s) 4dr,HPI Clear -  ULEZ Compliant,2015.0,Saloon,,3.0L,300PS,Automatic,Diesel,
Jaguar F-PACE,https://www.autotrader.co.uk/car-details/202402126499844?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,20295.0,2.0 P250i R-Sport Auto AWD Euro 6 (s/s) 5dr,Full Service History,2019.0,SUV,,2.0L,250PS,Automatic,Petrol,
Jaguar I-PACE,https://www.autotrader.co.uk/car-details/202402297051981?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=85&postcode=WR3%207AE&fromsra,Finance available,44190.0,400 90kWh HSE Black Auto 4WD 5dr,HEAD UP DISPLAY - BLACK ALLOYS,2023.0,SUV,,395BHP,Automatic,Electric,1 owner,
Jaguar E-PACE,https://www.autotrader.co.uk/car-details/202401295996430?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Finance available,35750.0,2.0 D204 MHEV R-Dynamic HSE Auto AWD Euro 6 (s/s) 5dr,"11.4"" SCREEN / CAR PLAY",2022.0,SUV,,2.0L,201BHP,Automatic,Diesel,1.0
Jaguar XF,https://www.autotrader.co.uk/car-details/202402116471312?sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Unknown,11999.0,2.2d R-Sport Sportbrake Auto Euro 5 (s/s) 5dr,full Jaguar service history,2013.0,Estate,,2.2L,163PS,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202403067291026?sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Private seller,3995.0,3.0d S V6 Portfolio Auto Euro 5 4dr,Unknown,2010.0,Saloon,,3.0L,275PS,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202308221083804?sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Finance available,6795.0,2.2d R-Sport Auto Euro 5 (s/s) 4dr,TIMING BELT DONE|FULL MOT INCL,2015.0,Saloon,,2.2L,200PS,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202403027138623?sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Finance available,8990.0,2.0d R-Sport Auto Euro 6 (s/s) 4dr,Full S/History-New Mot-2keys,2016.0,Saloon,,2.0L,180PS,Automatic,Diesel,
Jaguar XJ,https://www.autotrader.co.uk/car-details/202312204950278?sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Unknown,5995.0,2.7 TD Sport Premium 4dr,Unknown,2007.0,Saloon,,2.7L,204BHP,Automatic,Diesel,
Jaguar XJ,https://www.autotrader.co.uk/car-details/202402016106324?sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Unknown,6995.0,3.0d V6 Portfolio Auto Euro 5 4dr,Full service history huge spec,2012.0,Saloon,,3.0L,275PS,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202307109497050?sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Finance available,9999.0,2.0d R-Sport Euro 6 (s/s) 4dr,Jaguar xf r,2016.0,Saloon,,2.0L,180PS,Manual,Diesel,
Jaguar F-PACE,https://www.autotrader.co.uk/car-details/202401265917951?sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Finance available,22449.0,3.0 D300 V6 S Auto AWD Euro 6 (s/s) 5dr,Buy or Finance Online,2017.0,SUV,,3.0L,296BHP,Automatic,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202312114714015?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Finance available,14995.0,2.0d R-Sport Auto AWD Euro 6 (s/s) 4dr,*NAV *POWER BOOT *R-CAM *PDC,2017.0,Saloon,,2.0L,240PS,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402116471032?sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Unknown,2500.0,3.0d V6 Luxury Auto Euro 5 4dr,Unknown,2011.0,Saloon,,3.0L,240PS,Automatic,Diesel,
Jaguar E-PACE,https://www.autotrader.co.uk/car-details/202402236877624?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Finance available,17995.0,2.0 P200 S Auto AWD Euro 6 (s/s) 5dr,SERVICE HISTORY REVERSE CAMERA,2019.0,SUV,,2.0L,200PS,Automatic,Petrol,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402226820039?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=86&postcode=WR3%207AE&fromsra,Finance available,38000.0,2.0 P250i R-Dynamic HSE Auto Euro 6 (s/s) 4dr,"SLIDING PANORAMIC ROOF,PRIVACY",2023.0,Saloon,,2.0L,247BHP,Automatic,Petrol,1.0
Jaguar I-PACE,https://www.autotrader.co.uk/car-details/202401316068680?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,51500.0,400 90kWh R-Dynamic HSE Black Auto 4WD 5dr,"20"" BLACK ALLOYS - BLACK PACK",2023.0,SUV,,395BHP,Automatic,Electric,1 owner,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402076314769?sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,11890.0,2.2d R-Sport Auto Euro 5 (s/s) 4dr,CLICK & COLLECT/HOME DELIVERY,2015.0,Saloon,,2.2L,200BHP,Automatic,Diesel,
Jaguar E-PACE,https://www.autotrader.co.uk/car-details/202402246908780?sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,18999.0,2.0 D150 R-Dynamic S Euro 6 (s/s) 5dr,*CLICK *RESERVE *COLLECT,2019.0,SUV,,2.0L,147BHP,Manual,Diesel,1.0
Jaguar XK,https://www.autotrader.co.uk/car-details/202401025190540?sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,16990.0,5.0 V8 Auto Euro 5 2dr,Full Service History,2014.0,Coupe,,5.0L,385PS,Automatic,Petrol,
Jaguar XF,https://www.autotrader.co.uk/car-details/202403057243750?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,12499.0,3.0d S V6 Portfolio Auto Euro 5 (s/s) 4dr,HEATED + COOLED FRONT SEATS,2014.0,Saloon,,3.0L,275BHP,Automatic,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202402166647715?sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Unknown,14275.0,2.0i GPF R-Sport Auto Euro 6 (s/s) 4dr,FULL SERVICE HISTORY !,2019.0,Saloon,,2.0L,200PS,Automatic,Petrol,
Jaguar F-PACE,https://www.autotrader.co.uk/car-details/202402036191707?sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,20995.0,2.0 D240 R-Sport Auto AWD Euro 6 (s/s) 5dr,FIXED PANORAMIC ROOF,2018.0,SUV,,2.0L,237BHP,Automatic,Diesel,
Jaguar X-Type,https://www.autotrader.co.uk/car-details/202401045247473?sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Unknown,1950.0,2.5 V6 SE (AWD) 4dr,"ULEZ, GREAT CAR & PRICE",2002.0,Saloon,,2.5L,194BHP,Manual,Petrol,
Jaguar XF,https://www.autotrader.co.uk/car-details/202402226828214?sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,9670.0,2.2d Premium Luxury Auto Euro 5 (s/s) 4dr,HIGH SPEC LOW MILEAGE PREM.LUX,2014.0,Saloon,,2.2L,200PS,Automatic,Diesel,
Jaguar XJ,https://www.autotrader.co.uk/car-details/202402266953423?sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,13995.0,3.0d V6 Portfolio Auto Euro 5 4dr,MASSIVE SPEC & GREAT S-HISTORY,2012.0,Saloon,,3.0L,275BHP,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202309262390197?sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,8000.0,2.2d Luxury Auto Euro 5 (s/s) 4dr,Unknown,2014.0,Saloon,,2.2L,200PS,Automatic,Diesel,
Jaguar E-PACE,https://www.autotrader.co.uk/car-details/202403067265924?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,24990.0,2.0 P200 R-Dynamic S Auto AWD Euro 6 (s/s) 5dr,"NAV, REAR CAMERA, SUNROOF",2020.0,SUV,,2.0L,197BHP,Automatic,Petrol,1.0
Jaguar XE,https://www.autotrader.co.uk/car-details/202401095392929?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=87&postcode=WR3%207AE&fromsra,Finance available,11820.0,2.0d SE Auto Euro 6 (s/s) 4dr,PRIV | CRUISE | REAR CAMERA,2015.0,Saloon,,2.0L,161BHP,Automatic,Diesel,
Jaguar E-PACE,https://www.autotrader.co.uk/car-details/202401245853760?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,40750.0,2.0 D204 MHEV R-Dynamic SE Black Auto AWD Euro 6 (s/s) 5dr,*£1980 IN UPGRADED EQUIPMENT*,2023.0,SUV,,2.0L,201BHP,Automatic,Diesel,1.0
Jaguar XF,https://www.autotrader.co.uk/car-details/202401255895889?sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,16950.0,5.0 V8 XFR Auto Euro 5 (s/s) 4dr,"Black Pk, Red Calipers, Camera",2013.0,Saloon,,5.0L,503BHP,Automatic,Petrol,
Jaguar XF,https://www.autotrader.co.uk/car-details/202401185682749?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,9899.0,3.0d V6 Portfolio Auto Euro 5 4dr,Includes our Signature Package,2012.0,Saloon,,3.0L,240BHP,Automatic,Diesel,
Jaguar X-Type,https://www.autotrader.co.uk/car-details/202402066302194?sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Private seller,1990.0,2.1 Classic 4dr,ULEZ Free - Year MOT - 1 Owner,2003.0,Saloon,,2.1L,157BHP,Automatic,Petrol,1.0
Jaguar XE,https://www.autotrader.co.uk/car-details/202402246912563?sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,10350.0,2.0d R-Sport Auto Euro 6 (s/s) 4dr,FSH-ULEZ FREE-NAV-SENSORS-,2016.0,Saloon,,2.0L,180PS,Automatic,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202402226835363?sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,10776.0,2.0d R-Sport Auto Euro 6 (s/s) 4dr,SAT NAV • BLUETOOTH,2016.0,Saloon,,2.0L,178BHP,Automatic,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202402226841232?sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,19495.0,2.0 P300i R-Dynamic HSE Auto AWD Euro 6 (s/s) 4dr,£4085 OF OPTIONAL EXTRAS,2020.0,Saloon,,2.0L,300PS,Automatic,Petrol,1.0
Jaguar F-PACE,https://www.autotrader.co.uk/car-details/202402026168328?sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,13649.0,2.0 D165 Prestige Euro 6 (s/s) 5dr,Buy or Finance Online,2018.0,SUV,,2.0L,161BHP,Manual,Diesel,
Jaguar XE,https://www.autotrader.co.uk/car-details/202310233270399?sort=relevance&twcs=true&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,16999.0,2.0i Landmark Auto Euro 6 (s/s) 4dr,Saver Deal! Don't Miss It!,2019.0,Saloon,,2.0L,197BHP,Automatic,Petrol,
Jaguar E-PACE,https://www.autotrader.co.uk/car-details/202403017089093?sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,18500.0,2.0 P200 S Auto AWD Euro 6 (s/s) 5dr,Heated Seats | Camera | Nav,2019.0,SUV,,2.0L,197BHP,Automatic,Petrol,
Jaguar X-Type,https://www.autotrader.co.uk/car-details/202402206760972?sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Unknown,3299.0,2.2D S 5dr,"Full mot, estate, Full service",2010.0,Estate,,2.2L,152BHP,Manual,Diesel,
Jaguar E-PACE,https://www.autotrader.co.uk/car-details/202403057244480?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,22990.0,2.0 P200 R-Dynamic Auto AWD Euro 6 (s/s) 5dr,"REAR CAMERA, HEATED SEATS",2021.0,SUV,,2.0L,197BHP,Automatic,Petrol,1.0
Jaguar I-PACE,https://www.autotrader.co.uk/car-details/202402297051981?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=88&postcode=WR3%207AE&fromsra,Finance available,44190.0,400 90kWh HSE Black Auto 4WD 5dr,HEAD UP DISPLAY - BLACK ALLOYS,2023.0,SUV,,395BHP,Automatic,Electric,1 owner,
Jaguar I-PACE,https://www.autotrader.co.uk/car-details/202401316068680?journey=FEATURED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Jaguar&page=89&postcode=WR3%207AE&fromsra,Finance available,51500.0,400 90kWh R-Dynamic HSE Black Auto 4WD 5dr,"20"" BLACK ALLOYS - BLACK PACK",2023.0,SUV,,395BHP,Automatic,Electric,1 owner,
Jaguar XJS,https://www.autotrader.co.uk/car-details/202311204132831?sort=relevance&advertising-location=at_cars&make=Jaguar&page=89&postcode=WR3%207AE&fromsra,Unknown,10990.0,4.0 2dr,Low Owners|Red Leather|Superb,1993.0,Coupe,,4.0L,223BHP,Automatic,Petrol,
Jaguar XF,https://www.autotrader.co.uk/car-details/202312014465002?sort=relevance&advertising-location=at_cars&make=Jaguar&page=89&postcode=WR3%207AE&fromsra,Unknown,5000.0,3.0d S V6 Premium Luxury Auto Euro 5 4dr,6 months warranty included!,2011.0,Saloon,,3.0L,275PS,Automatic,Diesel,
Jaguar XF,https://www.autotrader.co.uk/car-details/202403027149584?sort=relevance&advertising-location=at_cars&make=Jaguar&page=89&postcode=WR3%207AE&fromsra,Private seller,5495.0,3.0d V6 Portfolio Auto Euro 5 4dr,"CAM BELT 76K,FSH,FULL LEATHERS",2010.0,Saloon,,3.0L,240PS,Automatic,Diesel,
